approach,model,effort,top_k,avg_meta_total_tokens,avg_cosine,avg_rougeL,avg_bleu,avg_price_usd,avg_latency_sec,true_correctness_count,total_correctness_count,true_helpfulness_count,total_helpfulness_count,pct_correctness_true,pct_helpfulness_true,score_correctness,score_helpfulness,score_price
graph_eager,gpt-5-mini-2025-08-07,low,3,1903.5098039215686,0.2856613214821867,0.16598161731815428,0.04383189877607901,0.0038070196078431374,8.148823529411764,21,51,26,51,41.17647058823529,50.98039215686274,0.2499999999999999,0.3076923076923076,0.9394998506563293
graph_eager,gpt-5-mini-2025-08-07,low,7,1894.5882352941176,0.2891369090422835,0.167486436938133,0.05545449498228574,0.0037891764705882355,7.963725490196078,21,51,26,51,41.17647058823529,50.98039215686274,0.2499999999999999,0.3076923076923076,0.9398490354977472
graph_eager,gpt-5-mini-2025-08-07,minimal,3,1793.5294117647059,0.28991817669642506,0.1800434324464128,0.056577760414269915,0.0035870588235294115,5.910392156862745,22,51,27,51,43.13725490196079,52.94117647058824,0.29166666666666674,0.34615384615384626,0.9438044171959183
graph_eager,gpt-5-mini-2025-08-07,minimal,7,1800.0980392156862,0.30270021988465673,0.1840070717473471,0.0520882716172939,0.0036001960784313725,5.969019607843138,21,51,28,51,41.17647058823529,54.90196078431373,0.2499999999999999,0.3846153846153846,0.9435473250599293
graph_eager,gpt-5-nano-2025-08-07,low,3,1978.4705882352941,0.27208109491854404,0.1626244002648444,0.04328894965225055,0.0007913882352941177,6.919607843137254,18,51,23,51,35.294117647058826,45.09803921568628,0.125,0.1923076923076923,0.9985148516371167
graph_eager,gpt-5-nano-2025-08-07,low,7,1981.137254901961,0.2693101859526071,0.1629495194365372,0.040153354085950346,0.0007924549019607844,7.193725490196078,17,51,22,51,33.33333333333333,43.13725490196079,0.08333333333333315,0.15384615384615385,0.9984939772905528
graph_eager,gpt-5-nano-2025-08-07,minimal,3,1800.0196078431372,0.27244603832631475,0.15654423710166843,0.04010459620716924,0.0007200078431372549,6.659999999999999,15,51,18,51,29.411764705882355,35.294117647058826,0.0,0.0,0.9999117444906307
graph_eager,gpt-5-nano-2025-08-07,minimal,7,1788.7450980392157,0.2635147009331142,0.1583255863076542,0.03824768186955973,0.0007154980392156862,5.4580392156862745,17,51,23,51,33.33333333333333,45.09803921568628,0.08333333333333315,0.1923076923076923,1.0
graph_mmr,gpt-5-mini-2025-08-07,low,3,3188.5098039215686,0.31786677623746307,0.16536510972454746,0.054555843537347805,0.006377019607843137,8.47235294117647,29,51,33,51,56.86274509803921,64.70588235294117,0.5833333333333331,0.5769230769230769,0.8892057219039737
graph_mmr,gpt-5-mini-2025-08-07,low,7,3183.6666666666665,0.3216968250750364,0.17565533765411367,0.06255821049172881,0.006367333333333333,9.911176470588236,29,51,32,51,56.86274509803921,62.745098039215684,0.5833333333333331,0.5384615384615383,0.8893952793893148
graph_mmr,gpt-5-mini-2025-08-07,minimal,3,3035.3529411764707,0.30487687359717075,0.1731416834520097,0.052240574783399114,0.006070705882352941,6.525686274509804,26,51,27,51,50.98039215686274,52.94117647058824,0.45833333333333315,0.34615384615384626,0.8952001895881829
graph_mmr,gpt-5-mini-2025-08-07,minimal,7,3034.607843137255,0.3037813486623138,0.17074240444290786,0.04339857055136136,0.0060692156862745105,8.57764705882353,26,51,30,51,50.98039215686274,58.82352941176471,0.45833333333333315,0.4615384615384617,0.8952293522782354
graph_mmr,gpt-5-nano-2025-08-07,low,3,3245.8823529411766,0.2984575499342513,0.1775945292428088,0.04654854806272572,0.0012983529411764705,8.129803921568628,24,51,27,51,47.05882352941176,52.94117647058824,0.3749999999999999,0.34615384615384626,0.9885937044812617
graph_mmr,gpt-5-nano-2025-08-07,low,7,3273.5686274509803,0.2950766005651186,0.17594182716356027,0.0499927095571854,0.001309427450980392,8.10764705882353,25,51,31,51,49.01960784313725,60.78431372549019,0.41666666666666663,0.5,0.9883769796478191
graph_mmr,gpt-5-nano-2025-08-07,minimal,3,3025.3529411764707,0.27549879275622585,0.15459551562084548,0.03897562569342791,0.0012101411764705884,6.283137254901961,20,51,25,51,39.21568627450981,49.01960784313725,0.20833333333333337,0.26923076923076916,0.9903199822445264
graph_mmr,gpt-5-nano-2025-08-07,minimal,7,3026.2156862745096,0.262920326829581,0.15342706089135758,0.03729205022015181,0.001210486274509804,5.523137254901961,21,51,24,51,41.17647058823529,47.05882352941176,0.2499999999999999,0.23076923076923062,0.9903132287794616
lc_bm25,gpt-5-mini-2025-08-07,low,3,12001.686274509804,0.30320253037990275,0.15954824423126482,0.05253214504679105,0.02400337254901961,7.786862745098039,26,51,33,51,50.98039215686274,64.70588235294117,0.45833333333333315,0.5769230769230769,0.5442632844495021
lc_bm25,gpt-5-mini-2025-08-07,low,7,25907.450980392157,0.3341277923012168,0.16022449791596227,0.05054356167352279,0.05181490196078432,8.141176470588235,34,51,42,51,66.66666666666666,82.35294117647058,0.7916666666666664,0.9230769230769229,0.0
lc_bm25,gpt-5-mini-2025-08-07,minimal,3,11802.745098039215,0.3089522861012412,0.16770189178908612,0.055355353012158,0.02360549019607843,4.55,28,51,30,51,54.90196078431373,58.82352941176471,0.5416666666666666,0.4615384615384617,0.5520497226935153
lc_bm25,gpt-5-mini-2025-08-07,minimal,7,25690.29411764706,0.33450746009736343,0.18069302870417014,0.06442535636057661,0.05138058823529412,4.8262745098039215,34,51,38,51,66.66666666666666,74.50980392156863,0.7916666666666664,0.7692307692307694,0.008499389271875213
lc_bm25,gpt-5-nano-2025-08-07,low,3,12073.411764705883,0.28394376386381964,0.16525945645312312,0.05230903589129624,0.004829364705882353,6.534313725490196,22,51,30,51,43.13725490196079,58.82352941176471,0.29166666666666674,0.4615384615384617,0.9194928638897442
lc_bm25,gpt-5-nano-2025-08-07,low,7,25977.43137254902,0.289608303434261,0.17531675759976456,0.05006657931617927,0.01039097254901961,8.19078431372549,26,51,34,51,50.98039215686274,66.66666666666666,0.45833333333333315,0.6153846153846152,0.8106538674178156
lc_bm25,gpt-5-nano-2025-08-07,minimal,3,11786.56862745098,0.28297981302140035,0.1673398269022618,0.06548489298231996,0.004714627450980393,2.737058823529412,16,51,21,51,31.372549019607842,41.17647058823529,0.04166666666666663,0.11538461538461531,0.921738237535943
lc_bm25,gpt-5-nano-2025-08-07,minimal,7,25673.49019607843,0.2725438158922946,0.16146706091113686,0.04935452118841509,0.010269396078431374,3.6864705882352937,20,51,29,51,39.21568627450981,56.86274509803921,0.20833333333333337,0.4230769230769229,0.8130330824625712
openai_keyword,gpt-5-mini-2025-08-07,low,3,8489.254901960785,0.3278032435951077,0.16717116027016835,0.05904522106663765,0.016978509803921567,6.531568627450981,35,51,37,51,68.62745098039215,72.54901960784314,0.8333333333333334,0.7307692307692306,0.6817377402353337
openai_keyword,gpt-5-mini-2025-08-07,low,7,18374.803921568626,0.34799527332196706,0.1640915714798319,0.047873155526906144,0.03674960784313726,8.57235294117647,39,51,44,51,76.47058823529412,86.27450980392157,0.9999999999999999,1.0,0.2948232848424309
openai_keyword,gpt-5-mini-2025-08-07,minimal,3,8362.372549019608,0.32475794918958867,0.17972451442634887,0.060140838263748164,0.016724745098039215,4.9366666666666665,35,51,42,51,68.62745098039215,82.35294117647058,0.8333333333333334,0.9230769230769229,0.686703839375587
